Lead_ID,City,Course_Interest,Lead_Source,Date
L04108,Hyderabad,data science,Website,2025/06/23
L04109,Pune,Business Analytics,Campus Drive,2025/01/26
L04110,,,Website,2025/04/24
L04111,Ahmedabad,Data Science,Linkedin,2025/01/05
L04112,Hyderabad,Data Analytics,Campus Drive,2025/03/25
L04113,Mumbai,AI ml,Instagram,2025/02/21
L04114,Hyderabad,,LinkedIn,2025/04/15
L04115,Delhi,Data Analytics,instagram,2025/02/23
L04116,Mumbai,Business Analytics,Email Campaign,2025/06/10
L04117,Pune,,,2025/06/27
L04118,,AI/ML,Email Campaign,2025/06/15
L04119,Ahmedabad,AI ml,LinkedIn,2025/06/04
L04120,Delhi,Business Analytics,Linkedin,2025/01/15
L04121,Hyderabad,Data Science,,2025/03/02
L04122,Bangalore,,Referral,2025/05/02
L04123,Mumbai,data science,Email Campaign,2025/01/21
L04124,Pune,Data Analytics,Campus Drive,2025/02/15
L04125,Pune,data science,LinkedIn,2025/05/14
L04126,,,Referral,07-02-2025
L04127,,Data Science,Referral,03-03-2025
L04128,Kolkata,data science,Instagram,2025/03/27
L04129,Delhi,data science,Referral,2025/03/19
L04130,Bangalore,data science,Instagram,2025/02/15
L04131,,AI ml,Website,2025/05/21
L04132,Pune,,,2025/01/03
L04133,Kolkata,Data Analytics,Campus Drive,2025/01/06
L04134,Hyderabad,AI ml,,2025/04/03
L04135,Pune,data science,Email Campaign,2025/01/08
L04136,Delhi,Business Analytics,Instagram,2025/06/21
L04137,Ahmedabad,Business Analytics,Website,2025/04/18
L04138,Ahmedabad,Data Analytics,Website,2025/06/10
L04139,Pune,AI ml,Campus Drive,2025/03/16
L04140,Delhi,AI/ML,Campus Drive,2025/03/18
L04141,Mumbai,AI/ML,Linkedin,2025/02/19
L04142,Kolkata,Business Analytics,Website,2025/01/11
L04143,Chennai,data science,Campus Drive,2025/04/05
L04144,Pune,Data Science,Website,2025/06/05
L04145,,,instagram,11-03-2025
L04146,Hyderabad,AI ml,Email Campaign,2025/06/18
L04147,,Data Analytics,Instagram,2025/01/16
L04148,,Data Science,Instagram,2025/03/09
L04149,Ahmedabad,AI ml,Email Campaign,2025/04/09
L04150,,data science,Website,2025/02/17
L04151,Mumbai,,,2025/03/05
L04152,Mumbai,AI ml,LinkedIn,2025/03/31
L04153,Kolkata,Business Analytics,Website,2025/03/17
L04154,Kolkata,AI ml,,2025/05/19
L04155,Bangalore,Data Analytics,Email Campaign,2025/04/11
L04156,Mumbai,Data Science,Instagram,2025/03/30
L04157,Ahmedabad,,LinkedIn,2025/01/18
L04158,Kolkata,Business Analytics,instagram,2025/01/19
L04159,Pune,Business Analytics,Email Campaign,2025/02/24
L04160,Ahmedabad,,Instagram,2025/04/12
L04161,Pune,AI/ML,LinkedIn,28-04-2025
L04162,,AI ml,Email Campaign,2025/06/03
L04163,Bangalore,AI ml,Email Campaign,2025/05/14
L04164,Hyderabad,AI/ML,Email Campaign,2025/01/04
L04165,Hyderabad,,,2025/04/18
L04166,Delhi,,LinkedIn,25-04-2025
L04167,Hyderabad,,,2025/01/29
L04168,Kolkata,Business Analytics,,2025/02/28
L04169,Ahmedabad,data science,,2025/05/05
L04170,Hyderabad,AI ml,,2025/04/08
L04171,,data science,Website,2025/01/17
L04172,Bangalore,AI ml,,2025/04/17
L04173,Hyderabad,Data Analytics,,2025/02/12
L04174,Hyderabad,Business Analytics,Website,2025/03/21
L04175,Kolkata,AI ml,Campus Drive,2025/06/11
L04176,Mumbai,Business Analytics,Campus Drive,2025/01/08
L04177,Chennai,AI/ML,Campus Drive,2025/05/21
L04178,Pune,,instagram,2025/04/16
L04179,Kolkata,Business Analytics,Referral,2025/01/08
L04180,Hyderabad,Business Analytics,instagram,2025/04/06
L04181,Kolkata,,Email Campaign,2025/04/04
L04182,,data science,instagram,2025/03/06
L04183,Kolkata,Data Analytics,Linkedin,2025/06/20
L04184,Pune,AI/ML,Email Campaign,2025/02/08
L04185,Kolkata,Data Science,,2025/03/22
L04186,Delhi,data science,Campus Drive,2025/03/25
L04187,,Business Analytics,Referral,2025/03/29
L04188,Chennai,Data Analytics,,2025/03/27
L04189,Mumbai,Data Science,,2025/04/03
L04190,Ahmedabad,AI ml,LinkedIn,2025/03/27
L04191,Mumbai,data science,LinkedIn,2025/02/13
L04192,Hyderabad,AI ml,,2025/05/17
L04193,Pune,data science,Email Campaign,2025/06/14
L04194,Delhi,,Linkedin,2025/03/15
L04195,Delhi,Data Science,Linkedin,2025/02/05
L04196,Kolkata,,Linkedin,2025/04/11
L04197,Ahmedabad,AI ml,Referral,2025/06/05
L04198,Chennai,data science,Campus Drive,2025/06/19
L04199,Ahmedabad,data science,Website,2025/06/20
L04200,Bangalore,data science,Campus Drive,2025/06/19
L04201,Delhi,Data Analytics,Linkedin,2025/04/14
L04202,Delhi,data science,Campus Drive,2025/03/07
L04203,Hyderabad,Data Science,Linkedin,2025/02/24
L04204,,AI/ML,Linkedin,2025/06/25
L04205,Mumbai,Data Analytics,Instagram,2025/04/01
L04206,Bangalore,Data Science,,
L04207,Kolkata,Business Analytics,Website,2025/01/22
L04208,,Data Science,Email Campaign,2025/04/11
L04209,Hyderabad,AI ml,Website,2025/06/04
L04210,,Data Science,,2025/05/01
L04211,,AI/ML,Instagram,03-04-2025
L04212,Chennai,Data Analytics,instagram,2025/04/18
L04213,Delhi,Business Analytics,Referral,2025/05/21
L04214,Ahmedabad,data science,Website,2025/06/22
L04215,Chennai,Data Analytics,instagram,2025/01/10
L04216,,Data Analytics,Instagram,09-01-2025
L04217,Ahmedabad,Business Analytics,Email Campaign,2025/06/04
L04218,,AI ml,instagram,2025/02/03
L04219,,Business Analytics,,2025/05/09
L04220,Delhi,AI/ML,,2025/06/09
L04221,Kolkata,AI ml,instagram,2025/03/30
L04222,Ahmedabad,,Referral,2025/04/03
L04223,Pune,AI/ML,instagram,2025/03/12
L04224,Mumbai,AI ml,Instagram,2025/03/08
L04225,Kolkata,AI ml,instagram,2025/05/28
L04226,Ahmedabad,data science,Campus Drive,2025/04/27
L04227,Mumbai,Business Analytics,LinkedIn,
L04228,Hyderabad,Data Science,Email Campaign,2025/04/04
L04229,Delhi,Data Science,instagram,2025/06/12
L04230,Mumbai,Data Analytics,instagram,2025/04/09
L04231,Ahmedabad,Data Analytics,Linkedin,2025/04/23
L04232,,,Referral,2025/04/13
L04233,,AI ml,Linkedin,01-04-2025
L04234,Delhi,,Campus Drive,2025/03/31
L04235,Chennai,,Instagram,2025/01/17
L04236,Chennai,,Linkedin,
L04237,,Data Science,Campus Drive,2025/01/18
L04238,Chennai,AI ml,Referral,2025/06/22
L04239,Ahmedabad,Business Analytics,Campus Drive,2025/04/26
L04240,,data science,instagram,2025/04/03
L04241,Mumbai,data science,Website,2025/04/01
L04242,Delhi,,LinkedIn,2025/03/23
L04243,Hyderabad,AI ml,LinkedIn,2025/03/09
L04244,Mumbai,AI/ML,instagram,2025/04/24
L04245,Mumbai,data science,Email Campaign,2025/01/01
L04246,Pune,,LinkedIn,2025/02/27
L04247,,Data Science,Linkedin,2025/06/03
L04248,Delhi,Data Analytics,Email Campaign,19-04-2025
L04249,,AI/ML,Linkedin,2025/05/28
L04250,Kolkata,,Email Campaign,2025/04/26
L04251,Ahmedabad,Data Science,Campus Drive,2025/03/28
L04252,Pune,Data Analytics,Linkedin,
L04253,,,Campus Drive,2025/01/10
L04254,Hyderabad,Data Science,Email Campaign,2025/02/28
L04255,,Data Science,Referral,2025/02/10
L04256,Mumbai,Business Analytics,Campus Drive,2025/04/15
L04257,Kolkata,Data Science,instagram,2025/05/13
L04258,Chennai,,Linkedin,2025/05/02
L04259,Kolkata,AI ml,Email Campaign,25-05-2025
L04260,Ahmedabad,Data Science,Instagram,2025/01/22
L04261,,AI/ML,instagram,2025/04/08
L04262,,Data Science,Campus Drive,2025/06/18
L04263,Chennai,Data Science,LinkedIn,2025/03/09
L04264,Mumbai,data science,Website,2025/05/19
L04265,Hyderabad,AI/ML,Campus Drive,25-02-2025
L04266,Mumbai,,instagram,2025/06/28
L04267,Ahmedabad,Data Analytics,,2025/05/29
L04268,Hyderabad,Business Analytics,Email Campaign,2025/04/09
L04269,Mumbai,data science,Referral,2025/03/17
L04270,,Data Analytics,,26-01-2025
L04271,Bangalore,,Linkedin,2025/04/25
L04272,Pune,,Linkedin,2025/05/27
L04273,Hyderabad,data science,Linkedin,2025/04/19
L04274,Bangalore,AI/ML,Linkedin,2025/02/16
L04275,,Data Analytics,Linkedin,2025/03/12
L04276,,Data Science,instagram,2025/06/03
L04277,Mumbai,AI/ML,LinkedIn,
L04278,Chennai,AI/ML,LinkedIn,09-02-2025
L04279,Mumbai,Business Analytics,Referral,2025/05/13
L04280,Chennai,AI/ML,Email Campaign,29-05-2025
L04281,Mumbai,Data Analytics,,2025/05/12
L04282,Kolkata,,Instagram,2025/01/23
L04283,Ahmedabad,data science,instagram,2025/04/16
L04284,Pune,Business Analytics,instagram,
L04285,Chennai,data science,Linkedin,2025/03/25
L04286,Ahmedabad,data science,Instagram,2025/05/23
L04287,Kolkata,Data Science,Campus Drive,2025/04/26
L04288,,AI ml,Referral,2025/04/19
L04289,Mumbai,Data Analytics,LinkedIn,2025/05/16
L04290,Delhi,Data Science,LinkedIn,2025/02/10
L04291,Ahmedabad,AI ml,Campus Drive,2025/04/22
L04292,Mumbai,AI ml,Website,2025/05/27
L04293,,AI/ML,instagram,2025/04/22
L04294,Chennai,Data Analytics,instagram,2025/04/13
L04295,Ahmedabad,data science,LinkedIn,2025/02/15
L04296,Hyderabad,AI ml,Referral,2025/06/05
L04297,Mumbai,Business Analytics,Referral,2025/03/09
L04298,Ahmedabad,data science,Linkedin,02-05-2025
L04299,,Business Analytics,Linkedin,2025/01/15
L04300,Kolkata,Data Science,Campus Drive,2025/06/14
L04301,Bangalore,,Instagram,09-05-2025
L04302,Chennai,AI ml,Email Campaign,2025/04/21
L04303,Pune,data science,instagram,2025/01/24
L04304,Pune,Business Analytics,Instagram,2025/01/27
L04305,Kolkata,Data Science,Linkedin,2025/02/09
L04306,Hyderabad,,,2025/06/13
L04307,Hyderabad,Data Analytics,Linkedin,2025/01/24
L04308,Delhi,Business Analytics,Website,2025/01/24
L04309,Delhi,Business Analytics,,2025/01/04
L04310,Bangalore,data science,Website,2025/03/08
L04311,Bangalore,data science,Campus Drive,2025/02/03
L04312,Delhi,Data Science,Email Campaign,26-06-2025
L04313,Kolkata,Business Analytics,instagram,2025/04/26
L04314,,AI ml,Linkedin,23-01-2025
L04315,Chennai,Data Science,instagram,2025/04/19
L04316,,Business Analytics,Website,2025/03/10
L04317,Delhi,Data Science,LinkedIn,2025/04/05
L04318,Hyderabad,AI ml,LinkedIn,2025/03/03
L04319,Chennai,AI ml,,2025/06/18
L04320,,Business Analytics,instagram,2025/02/26
L04321,Bangalore,Data Analytics,instagram,2025/02/23
L04322,Mumbai,data science,Referral,2025/03/11
L04323,Kolkata,Data Analytics,Email Campaign,2025/04/11
L04324,Hyderabad,AI ml,instagram,2025/02/26
L04325,Pune,Data Science,,2025/05/18
L04326,Pune,AI ml,Campus Drive,2025/06/17
L04327,Bangalore,Data Analytics,Email Campaign,2025/05/15
L04328,Mumbai,Data Science,Instagram,2025/04/13
L04329,Hyderabad,data science,instagram,2025/06/15
L04330,Kolkata,AI ml,Campus Drive,2025/03/26
L04331,Bangalore,Data Science,LinkedIn,02-03-2025
L04332,,data science,Campus Drive,2025/01/03
L04333,Pune,AI/ML,Linkedin,2025/05/08
L04334,Ahmedabad,Data Analytics,LinkedIn,2025/06/28
L04335,,AI/ML,Instagram,2025/03/27
L04336,Chennai,AI ml,Instagram,2025/02/16
L04337,Delhi,data science,instagram,2025/03/17
L04338,,data science,instagram,2025/02/07
L04339,Kolkata,AI/ML,Campus Drive,2025/06/13
L04340,Ahmedabad,AI ml,Referral,2025/06/18
L04341,Kolkata,data science,Referral,2025/05/21
L04342,Pune,Business Analytics,instagram,2025/03/28
L04343,,Data Science,Website,
L04344,Bangalore,,Referral,2025/02/27
L04345,Pune,AI/ML,instagram,2025/02/19
L04346,Hyderabad,Business Analytics,instagram,2025/01/30
L04347,Hyderabad,Data Analytics,,11-04-2025
L04348,,,Campus Drive,2025/01/25
L04349,Chennai,data science,Instagram,2025/04/22
L04350,Mumbai,Data Science,Referral,04-06-2025
L04351,Delhi,Business Analytics,Campus Drive,2025/06/28
L04352,Bangalore,,Website,2025/05/06
L04353,Ahmedabad,Data Science,instagram,2025/05/03
L04354,Delhi,Data Science,,2025/02/16
L04355,,,Campus Drive,2025/04/28
L04356,,Business Analytics,Email Campaign,2025/02/08
L04357,Mumbai,data science,Instagram,2025/01/16
L04358,Kolkata,,Instagram,2025/01/22
L04359,Chennai,AI/ML,Website,2025/02/23
L04360,Delhi,Data Science,Referral,2025/05/29
L04361,Delhi,Data Analytics,Email Campaign,2025/01/16
L04362,Chennai,data science,,
L04363,Delhi,AI ml,,2025/02/28
L04364,Ahmedabad,AI ml,Instagram,2025/01/31
L04365,Mumbai,,LinkedIn,2025/06/19
L04366,Pune,,Linkedin,2025/02/01
L04367,,Data Science,Referral,2025/06/11
L04368,Chennai,Data Science,Website,2025/01/09
L04369,Chennai,,,2025/05/19
L04370,Kolkata,AI ml,LinkedIn,2025/01/10
L04371,,Data Analytics,instagram,2025/01/17
L04372,,Data Science,Linkedin,2025/03/09
L04373,Delhi,Data Science,LinkedIn,17-02-2025
L04374,Chennai,AI/ML,Instagram,2025/06/29
L04375,Delhi,Business Analytics,Website,2025/04/21
L04376,Hyderabad,AI/ML,Linkedin,2025/06/02
L04377,Kolkata,Data Analytics,Campus Drive,2025/05/03
L04378,Delhi,AI ml,Referral,2025/05/29
L04379,Hyderabad,Business Analytics,,2025/04/11
L04380,Bangalore,AI ml,Campus Drive,2025/04/12
L04381,,,,2025/03/06
L04382,Mumbai,AI ml,Email Campaign,2025/02/20
L04383,,Data Analytics,instagram,2025/02/05
L04384,Pune,Data Analytics,Linkedin,2025/03/22
L04385,Kolkata,AI/ML,Instagram,2025/05/07
L04386,Kolkata,Business Analytics,,2025/03/29
L04387,Chennai,Data Analytics,LinkedIn,2025/04/14
L04388,Delhi,Business Analytics,Website,2025/01/15
L04389,Bangalore,AI ml,Instagram,2025/04/06
L04390,Pune,data science,Website,
L04391,Delhi,AI ml,LinkedIn,2025/06/16
L04392,Pune,,instagram,2025/05/03
L04393,Chennai,Business Analytics,instagram,01-01-2025
L04394,Chennai,AI/ML,Email Campaign,2025/05/31
L04395,,AI ml,Campus Drive,2025/05/02
L04396,,AI/ML,Website,2025/06/16
L04397,,Data Analytics,instagram,2025/05/06
L04398,Kolkata,Business Analytics,Website,2025/02/26
L04399,Kolkata,AI ml,,2025/03/22
L04400,Bangalore,AI/ML,Linkedin,2025/06/11
L04401,Mumbai,Data Science,instagram,
L04402,Hyderabad,AI/ML,LinkedIn,
L04403,Hyderabad,,Website,2025/06/18
L04404,Delhi,Data Science,Linkedin,2025/03/14
L04405,Chennai,Business Analytics,Website,2025/05/21
L04406,Ahmedabad,data science,Linkedin,2025/03/11
L04407,Chennai,Data Analytics,Campus Drive,2025/01/06
L04408,Ahmedabad,Data Science,Referral,25-03-2025
L04409,Chennai,AI/ML,,2025/02/21
L04410,Hyderabad,AI ml,LinkedIn,2025/01/03
L04411,Mumbai,AI ml,Website,2025/03/22
L04412,Mumbai,Data Analytics,Instagram,2025/03/04
L04413,,data science,Linkedin,2025/02/18
L04414,,data science,,2025/03/17
L04415,Bangalore,Data Analytics,,2025/04/22
L04416,Ahmedabad,Data Analytics,Website,2025/06/24
L04417,Ahmedabad,Data Analytics,Referral,2025/04/19
L04418,Ahmedabad,Business Analytics,,2025/03/06
L04419,,Business Analytics,Referral,22-03-2025
L04420,Chennai,Business Analytics,Instagram,2025/01/15
L04421,,AI ml,Instagram,2025/04/10
L04422,,AI/ML,Campus Drive,2025/02/01
L04423,Hyderabad,Business Analytics,instagram,
L04424,Kolkata,Data Analytics,instagram,2025/04/06
L04425,Delhi,Data Science,instagram,2025/05/08
L04426,,Data Science,Email Campaign,2025/05/26
L04427,Chennai,data science,Instagram,2025/04/23
L04428,Chennai,Data Science,Website,2025/03/24
L04429,Delhi,Data Science,Referral,12-02-2025
L04430,Ahmedabad,Data Science,Campus Drive,2025/04/26
L04431,Hyderabad,data science,Campus Drive,12-06-2025
L04432,Ahmedabad,,,2025/03/19
L04433,Ahmedabad,AI ml,instagram,27-02-2025
L04434,Kolkata,Data Science,,2025/02/02
L04435,Kolkata,Data Science,instagram,2025/01/14
L04436,Mumbai,Data Science,Website,2025/06/11
L04437,Pune,AI ml,Campus Drive,2025/05/12
L04438,Pune,data science,,2025/02/28
L04439,,AI/ML,Instagram,2025/06/06
L04440,Ahmedabad,,Website,2025/03/24
L04441,Delhi,AI ml,Campus Drive,2025/05/14
L04442,Ahmedabad,Data Science,Campus Drive,2025/05/01
L04443,Hyderabad,data science,instagram,2025/06/26
L04444,Bangalore,data science,Campus Drive,2025/06/17
L04445,Delhi,Business Analytics,Linkedin,2025/03/24
L04446,Pune,AI ml,Instagram,2025/01/27
L04447,,AI ml,Website,2025/03/21
L04448,Mumbai,AI/ML,Email Campaign,
L04449,Mumbai,data science,Website,14-05-2025
L04450,,data science,Linkedin,2025/01/13
L04451,Ahmedabad,,instagram,2025/03/05
L04452,Delhi,Business Analytics,Referral,2025/05/27
L04453,Hyderabad,Business Analytics,LinkedIn,2025/03/21
L04454,,AI/ML,Referral,03-05-2025
L04455,,data science,,2025/02/12
L04456,Chennai,Business Analytics,Referral,30-03-2025
L04457,,Data Analytics,Website,2025/05/28
L04458,Chennai,AI/ML,instagram,2025/04/05
L04459,Pune,AI/ML,Website,2025/06/21
L04460,Hyderabad,Data Analytics,Linkedin,2025/05/31
L04461,Chennai,AI/ML,Referral,2025/01/02
L04462,Kolkata,Business Analytics,Referral,2025/04/30
L04463,Hyderabad,Business Analytics,Email Campaign,2025/01/22
L04464,Ahmedabad,AI ml,Email Campaign,2025/04/25
L04465,Ahmedabad,Business Analytics,Website,2025/02/26
L04466,,Data Analytics,instagram,2025/03/13
L04467,Pune,AI ml,,2025/01/07
L04468,Chennai,Business Analytics,Instagram,2025/04/29
L04469,Ahmedabad,Data Analytics,Campus Drive,2025/04/24
L04470,Bangalore,Data Analytics,Campus Drive,2025/01/16
L04471,Bangalore,Data Analytics,Instagram,2025/03/24
L04472,Chennai,AI ml,Email Campaign,2025/06/28
L04473,Pune,AI/ML,LinkedIn,2025/03/13
L04474,Bangalore,,Email Campaign,04-05-2025
L04475,Ahmedabad,data science,Instagram,2025/04/23
L04476,Pune,Data Analytics,Referral,2025/01/12
L04477,Chennai,Business Analytics,Email Campaign,2025/05/06
L04478,Hyderabad,Data Analytics,LinkedIn,22-02-2025
L04479,Pune,data science,Instagram,2025/03/16
L04480,Ahmedabad,Data Science,instagram,2025/05/13
L04481,Hyderabad,AI/ML,Instagram,27-01-2025
L04482,,Business Analytics,instagram,2025/05/20
L04483,,AI/ML,Instagram,2025/05/25
L04484,Mumbai,AI/ML,,2025/05/14
L04485,,Data Science,Referral,2025/04/07
L04486,Hyderabad,Data Analytics,Email Campaign,05-01-2025
L04487,Mumbai,Business Analytics,instagram,2025/02/26
L04488,,,Instagram,05-06-2025
L04489,Delhi,AI/ML,Linkedin,19-03-2025
L04490,,data science,Email Campaign,2025/03/10
L04491,Ahmedabad,,LinkedIn,
L04492,Pune,,Instagram,2025/04/28
L04493,Pune,AI ml,Instagram,2025/04/30
L04494,Mumbai,Data Analytics,Campus Drive,2025/02/28
L04495,Mumbai,,Website,2025/02/02
L04496,Mumbai,Business Analytics,Email Campaign,2025/03/03
L04497,Chennai,Data Analytics,Linkedin,2025/02/19
L04498,Ahmedabad,data science,Instagram,22-04-2025
L04499,Mumbai,,instagram,2025/01/19
L04500,Bangalore,Data Analytics,Linkedin,2025/05/03
L04501,,Business Analytics,Referral,2025/02/16
L04502,Mumbai,AI/ML,Linkedin,2025/06/16
L04503,Bangalore,Data Science,Instagram,2025/02/02
L04504,Chennai,Data Analytics,LinkedIn,
L04505,Bangalore,data science,Campus Drive,2025/05/21
L04506,Delhi,Data Science,Instagram,2025/03/25
L04507,Delhi,AI ml,Referral,2025/05/15
L04508,Bangalore,AI/ML,Website,2025/03/20
L04509,Ahmedabad,data science,LinkedIn,2025/01/14
L04510,Chennai,Business Analytics,instagram,2025/05/27
L04511,Pune,data science,LinkedIn,2025/05/08
L04512,Bangalore,AI/ML,,2025/02/23
L04513,Hyderabad,Data Science,Email Campaign,2025/05/28
L04514,Kolkata,Business Analytics,Linkedin,2025/01/29
L04515,,data science,Website,2025/01/24
L04516,,,Referral,2025/03/23
L04517,Ahmedabad,,Website,2025/03/04
L04518,Mumbai,Data Analytics,,2025/04/15
L04519,Kolkata,,Instagram,2025/02/26
L04520,Pune,data science,Linkedin,2025/05/16
L04521,Chennai,Data Science,Email Campaign,2025/03/03
L04522,Delhi,,instagram,06-06-2025
L04523,Mumbai,Data Analytics,LinkedIn,
L04524,Delhi,Business Analytics,instagram,2025/01/17
L04525,Pune,,Instagram,2025/03/07
L04526,Kolkata,Data Analytics,instagram,2025/01/06
L04527,Ahmedabad,,Linkedin,2025/02/27
L04528,,AI ml,LinkedIn,2025/03/10
L04529,Delhi,,LinkedIn,2025/06/05
L04530,Kolkata,data science,Website,2025/03/03
L04531,Bangalore,Data Science,Campus Drive,2025/06/18
L04532,,Data Analytics,Linkedin,2025/03/23
L04533,Delhi,Data Analytics,Website,2025/06/18
L04534,Chennai,AI/ML,Email Campaign,2025/06/26
L04535,,AI/ML,Linkedin,2025/06/26
L04536,,Data Analytics,LinkedIn,2025/03/12
L04537,Bangalore,data science,Campus Drive,2025/05/11
L04538,Pune,Data Science,Instagram,2025/01/10
L04539,Hyderabad,,Linkedin,2025/04/08
L04540,Bangalore,Business Analytics,Instagram,2025/03/30
L04541,Pune,data science,,2025/02/04
L04542,Pune,,Email Campaign,2025/01/02
L04543,Kolkata,Business Analytics,Website,
L04544,,Data Science,Linkedin,04-05-2025
L04545,Delhi,AI/ML,LinkedIn,2025/01/24
L04546,,Data Analytics,Website,15-03-2025
L04547,Mumbai,Data Science,instagram,2025/06/15
L04548,,Business Analytics,Instagram,2025/01/22
L04549,,data science,,2025/06/03
L04550,,Data Analytics,,2025/06/20
L04551,Pune,Business Analytics,Website,2025/02/08
L04552,,,Campus Drive,06-06-2025
L04553,Hyderabad,,LinkedIn,2025/01/20
L04554,Hyderabad,data science,Instagram,2025/02/10
L04555,,,Linkedin,
L04556,Kolkata,Data Analytics,,2025/05/28
L04557,Ahmedabad,AI/ML,,2025/04/18
L04558,Kolkata,AI/ML,Referral,2025/05/27
L04559,,Business Analytics,Referral,25-03-2025
L04560,Ahmedabad,AI/ML,Referral,21-04-2025
L04561,Chennai,AI/ML,Email Campaign,2025/03/07
L04562,Pune,Business Analytics,Campus Drive,2025/06/07
L04563,Mumbai,Business Analytics,LinkedIn,2025/02/22
L04564,Pune,Business Analytics,LinkedIn,2025/02/03
L04565,Chennai,Data Analytics,Email Campaign,2025/05/30
L04566,Pune,AI ml,Referral,2025/03/08
L04567,Mumbai,Business Analytics,Campus Drive,2025/05/14
L04568,Delhi,Data Analytics,Email Campaign,2025/01/27
L04569,Bangalore,Data Analytics,Campus Drive,
L04570,Ahmedabad,Data Analytics,Campus Drive,2025/01/10
L04571,Pune,AI ml,Email Campaign,
L04572,Mumbai,Business Analytics,Campus Drive,2025/03/14
L04573,Ahmedabad,AI/ML,,2025/04/06
L04574,Mumbai,data science,instagram,2025/02/17
L04575,Hyderabad,data science,Email Campaign,2025/03/11
L04576,Delhi,AI ml,Website,2025/04/10
L04577,Bangalore,AI/ML,Campus Drive,2025/02/28
