Lead_ID,Counselling,Application,Enrolled
L05548,no,no,yes
L05549,N,No,no
L05550,No,no,yes
L05551,Y,N,N
L05552,,yes,
L05553,Y,yes,yes
L05554,Yes,,yes
L05555,yes,yes,
L05556,,yes,N
L05557,N,No,No
L05558,Y,,no
L05559,No,no,N
L05560,,N,no
L05561,Y,,Y
L05562,Yes,,No
L05563,Y,No,
L05564,yes,no,no
L05565,,Y,No
L05566,no,yes,
L05567,Y,No,no
L05568,,yes,
L05569,Yes,no,No
L05570,yes,no,no
L05571,,,No
L05572,,N,
L05573,no,,Yes
L05574,,yes,Y
L05575,,,Yes
L05576,Y,Y,Yes
L05577,N,No,No
L05578,,,No
L05579,,N,
L05580,No,Y,No
L05581,Y,no,No
L05582,No,Y,
L05583,Yes,No,Y
L05584,,Yes,N
L05585,N,Yes,N
L05586,no,Yes,Y
L05587,Y,yes,N
L05588,,no,
L05589,no,yes,No
L05590,N,Yes,Y
L05591,No,No,yes
L05592,,,
L05593,yes,,N
L05594,,N,no
L05595,N,N,no
L05596,Yes,no,N
L05597,Y,,Yes
L05598,yes,yes,no
L05599,N,Y,No
L05600,Yes,N,
L05601,,N,no
L05602,,Y,no
L05603,No,No,N
L05604,Yes,N,Y
L05605,no,yes,
L05606,No,no,yes
L05607,N,Yes,
L05608,,Yes,
L05609,Yes,,N
L05610,no,no,Y
L05611,N,N,No
L05612,no,No,Y
L05613,Y,Y,
L05614,Y,,
L05615,Yes,,No
L05616,no,,yes
L05617,yes,No,
L05618,no,No,N
L05619,,no,Yes
L05620,No,yes,
L05621,Yes,,Yes
L05622,Yes,N,
L05623,Y,,yes
L05624,,,
L05625,no,N,no
L05626,Y,yes,yes
L05627,N,Yes,
L05628,no,Y,No
L05629,N,,
L05630,Yes,Y,Y
L05631,No,,
L05632,No,Yes,
L05633,No,Y,
L05634,Yes,Y,N
L05635,Y,yes,yes
L05636,,,Y
L05637,no,Y,No
L05638,Y,Yes,no
L05639,Yes,no,No
L05640,N,N,N
L05641,Y,No,Y
L05642,,No,Y
L05643,yes,Yes,yes
L05644,,no,Y
L05645,no,,
L05646,Yes,,no
L05647,yes,No,No
L05648,Y,Yes,Y
L05649,,N,yes
L05650,No,N,N
L05651,Y,N,no
L05652,Yes,N,
L05653,N,no,Yes
L05654,No,No,
L05655,Y,,
L05656,Yes,Yes,No
L05657,yes,Yes,no
L05658,yes,Y,No
L05659,No,No,
L05660,Y,yes,Yes
L05661,yes,,No
L05662,N,yes,Yes
L05663,Y,Yes,
L05664,yes,no,
L05665,Yes,no,
L05666,No,Yes,
L05667,No,Y,Yes
L05668,N,N,Y
L05669,no,,no
L05670,yes,Yes,Yes
L05671,yes,yes,
L05672,no,Y,Y
L05673,Y,N,
L05674,No,,no
L05675,,,N
L05676,No,no,Yes
L05677,No,,Y
L05678,Yes,yes,yes
L05679,,no,yes
L05680,,no,N
L05681,Y,,N
L05682,,yes,No
L05683,N,,
L05684,,yes,
L05685,no,no,yes
L05686,No,No,Y
L05687,yes,,yes
L05688,yes,Y,no
L05689,Y,N,
L05690,Yes,No,
L05691,,,Y
L05692,no,No,N
L05693,N,N,
L05694,No,,N
L05695,,No,No
L05696,no,no,
L05697,,No,
L05698,N,no,Y
L05699,no,Y,N
L05700,N,Yes,N
L05701,N,no,
L05702,yes,,Y
L05703,Yes,no,
L05704,No,,Y
L05705,yes,N,yes
L05706,yes,,
L05707,N,N,N
L05708,yes,No,Y
L05709,,No,
L05710,yes,N,
L05711,no,yes,No
L05712,,N,No
L05713,Yes,N,yes
L05714,no,N,
L05715,,no,No
L05716,,no,yes
L05717,Yes,no,Yes
L05718,Yes,,
L05719,,N,N
L05720,,,no
L05721,N,Yes,
L05722,No,yes,Y
L05723,,No,
L05724,no,N,No
L05725,Y,N,No
L05726,N,yes,Yes
L05727,,,Y
L05728,Yes,Yes,
L05729,Y,,yes
L05730,yes,Yes,Yes
L05731,,N,Y
L05732,,No,Y
L05733,,no,yes
L05734,Yes,no,
L05735,,,N
L05736,Yes,N,Yes
L05737,N,No,Yes
L05738,no,No,no
L05739,Yes,,yes
L05740,,No,no
L05741,Y,N,Y
L05742,Yes,no,no
L05743,No,Y,yes
L05744,No,,Y
L05745,no,No,Yes
L05746,No,Yes,
L05747,Yes,,no
L05748,,no,
L05749,,yes,Yes
L05750,No,No,Yes
L05751,N,No,N
L05752,yes,yes,yes
L05753,no,,
L05754,N,,
L05755,Yes,,
L05756,No,yes,
L05757,yes,Yes,
L05758,No,,no
L05759,,,No
L05760,No,,
L05761,No,N,N
L05762,Yes,no,
L05763,no,no,
L05764,yes,no,
L05765,no,Yes,
L05766,N,Yes,Yes
L05767,no,,yes
L05768,,,N
L05769,Y,Y,No
L05770,,,Y
L05771,yes,No,No
L05772,Yes,,yes
L05773,Yes,yes,Y
L05774,,N,Yes
L05775,N,,Y
L05776,Y,yes,no
L05777,Y,yes,Yes
L05778,Y,Yes,Yes
L05779,Y,No,
L05780,Yes,Yes,Y
L05781,Yes,Y,N
L05782,,yes,
L05783,No,no,No
L05784,N,,no
L05785,no,No,no
L05786,no,N,yes
L05787,,N,
L05788,N,Y,Yes
L05789,no,,yes
L05790,no,N,yes
L05791,,no,N
L05792,,no,yes
L05793,,No,no
L05794,Yes,yes,yes
L05795,Yes,No,Y
L05796,Y,no,N
L05797,,no,
L05798,N,No,no
L05799,Yes,yes,
L05800,,no,
L05801,Yes,,Y
L05802,N,,no
L05803,No,No,
L05804,,,
L05805,yes,no,Yes
L05806,Y,N,
L05807,,Yes,N
L05808,Y,Yes,yes
L05809,No,,yes
L05810,yes,,Yes
L05811,,,Yes
L05812,Yes,yes,No
L05813,Y,N,N
L05814,yes,No,yes
L05815,N,,
L05816,no,,N
L05817,Y,no,N
L05818,,,No
L05819,,No,N
L05820,yes,,no
L05821,no,no,Y
L05822,,Y,no
L05823,no,N,
L05824,,Yes,N
L05825,N,No,Yes
L05826,,N,No
L05827,Yes,yes,Y
L05828,N,yes,yes
L05829,yes,no,No
L05830,Y,,Yes
L05831,,Yes,N
L05832,Y,Y,Yes
L05833,yes,,No
L05834,No,,
L05835,No,,No
L05836,Yes,,Yes
L05837,Yes,,
L05838,,no,Y
L05839,N,Yes,no
L05840,No,yes,
L05841,,N,Yes
L05842,N,,
L05843,no,No,no
L05844,N,yes,
L05845,,,
L05846,no,Y,no
L05847,No,,N
L05848,Y,,
L05849,No,,Y
L05850,Y,no,No
L05851,N,,No
L05852,,N,No
L05853,,yes,Yes
L05854,Y,,N
L05855,no,No,
L05856,N,yes,
L05857,no,Y,N
L05858,N,,yes
L05859,no,Yes,
L05860,Y,N,yes
L05861,,No,yes
L05862,,no,Y
L05863,Y,no,
L05864,Yes,N,N
L05865,,,Y
L05866,,,yes
L05867,No,N,No
L05868,no,yes,No
L05869,yes,Yes,yes
L05870,yes,yes,No
L05871,,no,
L05872,Y,,
L05873,Yes,,yes
L05874,,No,N
L05875,,,Yes
L05876,No,yes,no
L05877,Y,N,
L05878,No,,no
L05879,Y,Y,no
L05880,,Y,yes
L05881,no,,
L05882,Yes,,Yes
L05883,,,
L05884,no,,N
L05885,N,Yes,Y
L05886,no,Yes,no
L05887,,,No
L05888,yes,,N
L05889,yes,Yes,yes
L05890,yes,Y,N
L05891,yes,No,yes
L05892,N,No,N
L05893,Y,,Y
L05894,Y,no,No
L05895,Yes,No,Yes
L05896,yes,,N
L05897,yes,Y,no
L05898,,Yes,
L05899,Y,N,Yes
L05900,,N,No
L05901,No,no,No
L05902,N,Y,yes
L05903,,Yes,Yes
L05904,no,Y,Y
L05905,Yes,Y,No
L05906,Y,Y,yes
L05907,Y,,no
L05908,no,no,Y
L05909,,,N
L05910,Yes,Y,Y
L05911,,N,N
L05912,Y,Y,yes
L05913,yes,N,Y
L05914,,,
L05915,yes,,Y
L05916,Y,,
L05917,No,N,
L05918,No,,
L05919,No,yes,yes
L05920,N,,
L05921,yes,yes,yes
L05922,N,Yes,No
L05923,,Y,yes
L05924,yes,Y,no
L05925,,Y,N
L05926,no,,N
L05927,,Y,
L05928,No,,Yes
L05929,no,N,
L05930,Y,Y,yes
L05931,N,N,No
L05932,,yes,
L05933,N,Yes,no
L05934,,Yes,Yes
L05935,,N,yes
L05936,Y,yes,No
L05937,Yes,,Yes
L05938,Yes,yes,Yes
L05939,,N,N
L05940,Yes,N,No
L05941,Yes,yes,
L05942,N,Y,Yes
L05943,N,Y,N
L05944,,,N
L05945,yes,No,N
L05946,no,,Y
L05947,N,N,no
L05948,yes,yes,Y
L05949,Y,no,N
L05950,N,,Yes
L05951,No,,N
L05952,No,no,N
L05953,,Y,
L05954,,Yes,yes
L05955,no,N,No
L05956,no,no,No
L05957,Y,No,
L05958,,No,no
L05959,yes,Yes,No
L05960,,Y,No
L05961,,Yes,no
L05962,No,no,Y
L05963,yes,No,N
L05964,Y,Y,Y
L05965,yes,No,Yes
L05966,No,Yes,
L05967,N,,No
L05968,Y,,N
L05969,yes,yes,Yes
L05970,yes,,N
L05971,,N,Yes
L05972,,No,Yes
L05973,yes,no,no
L05974,,Y,yes
L05975,,Yes,N
L05976,,No,
L05977,yes,,Y
L05978,no,,
L05979,Y,,N
L05980,Y,,no
L05981,yes,,yes
L05982,yes,No,N
L05983,,,Yes
L05984,N,No,N
L05985,no,,no
L05986,N,,yes
L05987,,yes,
L05988,,no,Y
L05989,No,N,N
L05990,no,,
L05991,,,yes
L05992,yes,,
L05993,,N,no
L05994,yes,,Y
L05995,yes,,Y
L05996,yes,No,No
L05997,,Yes,
L05998,,Y,yes
L05999,no,no,N
L06000,yes,yes,
L06001,No,Y,yes
L06002,Yes,,
L06003,,yes,N
L06004,No,no,yes
L06005,N,,
L06006,yes,,Yes
L06007,no,,Y
L06008,N,No,
L06009,yes,no,
L06010,,,
L06011,N,Y,
L06012,no,Yes,
L06013,,N,yes
L06014,N,No,N
L06015,,No,no
L06016,Yes,no,no
L06017,,Y,
L06018,Y,,
L06019,No,no,No
L06020,Yes,Yes,Y
L06021,yes,Y,Yes
L06022,no,N,
L06023,,no,N
L06024,N,,N
L06025,no,N,
L06026,Y,Yes,No
L06027,,Yes,yes
L06028,N,no,Y
L06029,Yes,,Yes
L06030,No,,
L06031,,yes,N
L06032,N,,Y
L06033,no,Y,yes
L06034,No,Yes,N
L06035,,No,No
L06036,yes,,yes
L06037,no,,no
L06038,N,Yes,
L06039,no,no,No
L06040,Yes,,no
L06041,Y,,yes
L06042,yes,no,No
L06043,N,yes,
L06044,,No,yes
L06045,Y,,Y
L06046,,N,Y
L06047,N,,Yes
L06048,,,yes
L06049,Yes,N,no
L06050,No,Y,
L06051,Yes,yes,Yes
L06052,N,Yes,
L06053,Yes,Y,No
L06054,Yes,Y,no
L06055,N,Yes,
L06056,no,No,Y
L06057,yes,yes,N
L06058,No,,N
L06059,,,no
L06060,Y,No,no
L06061,N,N,
L06062,No,Yes,Yes
L06063,,Y,
L06064,no,,yes
L06065,no,yes,Y
L06066,Y,,No
L06067,,N,N
L06068,no,,No
L06069,N,Yes,Y
L06070,,No,No
L06071,,N,no
L06072,Y,Yes,
L06073,no,Yes,No
L06074,Yes,yes,
L06075,,Y,no
L06076,no,,N
L06077,Y,,N
L06078,,,Y
L06079,Y,Y,
L06080,Y,no,
L06081,yes,no,Y
L06082,No,Y,
L06083,No,,N
L06084,Yes,Y,
L06085,,Yes,Yes
L06086,Y,,No
L06087,N,no,N
L06088,,no,Yes
L06089,,yes,no
L06090,N,no,
L06091,N,Y,No
L06092,N,,N
L06093,yes,Yes,
L06094,yes,no,Yes
L06095,N,yes,N
L06096,yes,yes,Y
L06097,Y,N,
L06098,yes,,
L06099,yes,yes,no
L06100,No,No,no
L06101,,N,No
L06102,,Yes,
L06103,no,N,No
L06104,no,,Y
L06105,no,yes,yes
L06106,Y,Y,
L06107,Yes,Y,No
L06108,,N,N
L06109,,,yes
L06110,,Y,No
L06111,Yes,no,no
L06112,,N,
L06113,No,Y,
L06114,Yes,N,yes
L06115,Yes,Yes,
L06116,no,Y,Yes
L06117,no,,N
L06118,Y,no,No
L06119,Yes,Y,N
L06120,Y,No,no
L06121,,Yes,
L06122,N,N,Yes
L06123,yes,yes,No
L06124,,Y,No
L06125,,no,yes
L06126,N,Yes,yes
L06127,No,Y,yes
L06128,No,N,no
L06129,yes,No,Y
L06130,No,N,
L06131,Yes,yes,yes
L06132,,,Yes
L06133,N,,
L06134,Y,,
L06135,,no,yes
L06136,Yes,,no
L06137,No,,Yes
L06138,,Y,no
L06139,N,Y,yes
L06140,Yes,N,Y
L06141,,No,Yes
L06142,No,,No
L06143,Y,,Yes
L06144,No,,no
L06145,yes,no,yes
L06146,No,,Y
L06147,,,Yes
L06148,,Yes,Yes
L06149,,,Yes
L06150,,no,No
L06151,yes,N,yes
L06152,Y,,Y
L06153,No,yes,Yes
L06154,Y,No,no
L06155,no,,N
L06156,,,no
L06157,no,N,
L06158,No,N,no
L06159,,yes,No
L06160,no,N,Y
L06161,N,Y,
L06162,Yes,No,no
L06163,Yes,no,No
L06164,yes,,Y
L06165,,No,N
L06166,no,Yes,Yes
L06167,,N,Y
L06168,yes,no,Y
L06169,no,no,Y
L06170,Yes,yes,
L06171,,Yes,
L06172,,Yes,Y
L06173,no,Yes,Y
L06174,Yes,yes,Y
L06175,Yes,No,Yes
L06176,Y,Y,no
L06177,,No,No
L06178,Yes,N,Y
L06179,Yes,,Yes
L06180,,No,
L06181,yes,,Yes
L06182,,,Yes
L06183,no,,N
L06184,No,no,No
L06185,N,No,N
L06186,No,,
L06187,,no,No
L06188,Yes,N,no
L06189,no,yes,yes
L06190,,,N
L06191,,,no
L06192,,,Y
L06193,Y,N,Y
L06194,,Y,
L06195,,N,
L06196,,,
L06197,No,Yes,No
L06198,yes,No,
L06199,yes,,no
L06200,,No,N
L06201,yes,no,Yes
L06202,,,
L06203,,Yes,Yes
L06204,Y,N,no
L06205,,N,Y
L06206,Y,Yes,Yes
L06207,Y,No,Y
L06208,,,no
L06209,no,,Yes
L06210,no,yes,Y
L06211,,,yes
L06212,,Y,Yes
L06213,,N,N
L06214,N,Yes,No
L06215,no,yes,
L06216,,No,N
L06217,N,Yes,yes
L06218,Y,Yes,N
L06219,No,,no
L06220,N,yes,
L06221,,Yes,Y
L06222,No,yes,Yes
L06223,N,N,No
L06224,No,,Yes
L06225,,yes,yes
L06226,N,N,
L06227,,yes,Y
L06228,no,No,N
L06229,no,No,Y
L06230,No,Y,
L06231,,No,No
L06232,Y,yes,Y
L06233,N,,
L06234,,,No
L06235,No,,yes
L06236,N,Yes,
L06237,No,Y,
L06238,Yes,Y,
L06239,no,Yes,No
L06240,,No,N
L06241,Yes,Y,no
L06242,Yes,Yes,no
L06243,yes,,Y
L06244,Yes,No,No
L06245,Y,yes,
L06246,No,,
L06247,yes,,No
L06248,,no,Yes
L06249,,yes,No
L06250,Y,Y,Yes
L06251,,,N
L06252,yes,No,N
L06253,,,yes
L06254,,no,N
L06255,yes,,Yes
L06256,yes,No,
L06257,N,Y,Y
L06258,Yes,no,
L06259,,yes,no
L06260,,Y,Y
L06261,Y,Y,Yes
L06262,yes,Yes,
L06263,,Yes,Yes
L06264,yes,no,Yes
L06265,No,,
L06266,,N,N
L06267,N,,N
L06268,N,yes,
L06269,N,yes,
L06270,,No,Y
L06271,Yes,Yes,
L06272,no,no,
L06273,,Yes,
L06274,Y,Y,
L06275,No,,No
L06276,no,,yes
L06277,,yes,Y
L06278,no,N,Yes
L06279,N,no,No
L06280,Y,,Y
L06281,,,Y
L06282,Y,N,Y
L06283,N,,Yes
L06284,,yes,
L06285,,Y,No
L06286,no,Y,
L06287,Yes,No,Y
L06288,N,,
L06289,Y,No,no
L06290,,no,
L06291,yes,Y,yes
L06292,Yes,No,Y
L06293,Y,Y,Yes
L06294,,No,
L06295,yes,Yes,No
L06296,N,yes,yes
L06297,Y,N,no
L06298,Y,,
L06299,N,,Yes
L06300,Yes,Y,no
L06301,N,no,
L06302,yes,N,N
L06303,,N,yes
L06304,,,Yes
L06305,,N,Y
L06306,,no,Y
L06307,no,no,No
L06308,No,yes,
L06309,N,Y,no
L06310,no,no,No
L06311,yes,yes,Yes
L06312,N,Yes,Yes
L06313,N,,N
L06314,,Yes,
L06315,,yes,N
L06316,,N,
L06317,No,No,N
L06318,,yes,no
L06319,Yes,,Yes
L06320,No,Y,no
L06321,,No,Y
L06322,,,Yes
L06323,Yes,Y,yes
L06324,Yes,,no
L06325,,no,no
L06326,N,Yes,Yes
L06327,no,No,no
L06328,No,Y,No
L06329,Yes,,yes
L06330,No,Y,No
L06331,,No,yes
L06332,yes,Yes,Y
L06333,N,Y,
L06334,no,Y,Y
L06335,yes,no,Yes
L06336,,Yes,no
L06337,No,yes,yes
L06338,,No,Y
L06339,Y,Yes,Yes
L06340,No,Yes,Y
L06341,Yes,no,yes
L06342,no,No,no
L06343,Y,yes,yes
L06344,No,N,No
L06345,no,no,Y
L06346,N,Yes,Y
L06347,Yes,yes,yes
L06348,,no,
L06349,No,yes,yes
L06350,,N,Y
L06351,yes,N,
L06352,,Yes,Yes
L06353,N,no,
L06354,N,Y,
L06355,Y,,yes
L06356,N,yes,
L06357,,,
L06358,no,N,yes
L06359,No,,
L06360,N,N,Yes
L06361,no,Yes,N
L06362,Y,,
L06363,,no,No
L06364,N,yes,Yes
L06365,yes,Yes,N
L06366,N,yes,
L06367,N,N,
L06368,N,yes,
L06369,No,N,
L06370,Y,N,
L06371,Yes,Y,yes
L06372,,No,no
L06373,N,no,Y
L06374,No,N,
L06375,N,,yes
L06376,Yes,N,yes
L06377,yes,,
L06378,yes,No,no
L06379,N,Y,no
L06380,,Y,No
L06381,N,no,Yes
L06382,N,yes,Y
L06383,No,yes,no
L06384,,Yes,
L06385,no,,Yes
L06386,,,No
L06387,no,yes,
L06388,no,N,
L06389,no,,no
L06390,N,yes,Yes
L06391,,Yes,
L06392,,No,No
L06393,Y,,Y
L06394,No,Y,
L06395,N,,Yes
L06396,no,Y,
L06397,,N,Yes
L06398,yes,yes,no
L06399,,,No
L06400,No,Yes,yes
L06401,no,N,no
L06402,,yes,
L06403,Yes,no,yes
L06404,No,Yes,N
L06405,no,,N
L06406,Y,No,Yes
L06407,Yes,No,
L06408,Yes,yes,N
L06409,yes,Yes,N
L06410,N,N,No
L06411,,N,yes
L06412,N,no,Yes
L06413,no,Y,N
L06414,no,Yes,
L06415,,no,Yes
L06416,,yes,
L06417,No,No,yes
L06418,N,Y,No
L06419,,No,
L06420,yes,no,Y
L06421,N,Y,N
L06422,Yes,,Yes
L06423,Y,no,Y
L06424,N,No,Yes
L06425,no,,Y
L06426,Yes,Yes,Yes
L06427,no,No,Y
L06428,N,yes,Yes
L06429,no,yes,No
L06430,Y,no,yes
L06431,,N,N
L06432,Y,yes,Yes
L06433,Y,,
L06434,No,,Yes
L06435,,N,
L06436,Y,Yes,No
L06437,N,Yes,Y
L06438,Y,Y,N
L06439,N,yes,Yes
L06440,Y,,
L06441,Y,,no
L06442,,,Y
L06443,yes,,yes
L06444,N,no,yes
L06445,N,No,Yes
L06446,No,Yes,No
L06447,no,Y,Y
L06448,No,,yes
L06449,,N,yes
L06450,No,no,Yes
L06451,No,Yes,Yes
L06452,Y,N,yes
L06453,,N,
L06454,No,Yes,no
L06455,yes,no,
L06456,no,,no
L06457,No,,No
L06458,no,,
L06459,Yes,Y,
L06460,,Yes,
L06461,Yes,,No
L06462,No,,No
L06463,yes,no,Yes
L06464,Yes,no,
L06465,,Y,No
L06466,Yes,Yes,N
L06467,yes,,yes
L06468,Y,yes,N
L06469,No,no,No
L06470,N,N,yes
L06471,Yes,no,
L06472,yes,Yes,Yes
L06473,,Y,Yes
L06474,Yes,Y,
L06475,no,Yes,no
L06476,,N,
L06477,Yes,Y,N
L06478,N,Yes,yes
L06479,,,N
L06480,no,yes,no
L06481,N,No,
L06482,Y,,Y
L06483,yes,Y,Y
L06484,Y,,yes
L06485,no,no,no
L06486,Yes,no,Yes
L06487,Y,,Yes
L06488,no,Yes,yes
L06489,Y,Yes,
L06490,,no,Yes
L06491,N,Y,
L06492,no,Yes,no
L06493,,N,no
L06494,Yes,Yes,No
L06495,Y,Yes,No
L06496,,,
L06497,,N,
L06498,yes,No,Yes
L06499,Y,N,N
L06500,no,,No
L06501,No,no,N
L06502,Yes,N,
L06503,,,No
L06504,Y,Yes,yes
L06505,,yes,Y
L06506,,Y,Yes
L06507,no,yes,
L06508,yes,N,
L06509,Yes,Yes,No
L06510,N,,Y
L06511,,,yes
L06512,Yes,no,Y
L06513,yes,,Yes
L06514,yes,Y,N
L06515,,N,N
L06516,no,No,
L06517,Y,No,No
L06518,,,
L06519,Yes,no,No
L06520,,yes,N
L06521,No,,
L06522,yes,Yes,
L06523,yes,yes,N
L06524,Yes,No,
L06525,N,N,yes
L06526,yes,no,
L06527,yes,yes,N
L06528,,,Y
L06529,,Y,
L06530,Y,yes,
L06531,no,yes,no
L06532,no,yes,
L06533,,No,
L06534,yes,,No
L06535,N,,no
L06536,No,Yes,
L06537,N,no,no
L06538,,Y,No
L06539,yes,Yes,no
L06540,,No,Y
L06541,No,No,No
L06542,No,N,no
L06543,No,Yes,Yes
L06544,No,No,
L06545,,No,
L06546,,no,
L06547,Yes,Yes,
L06548,yes,,Yes
L06549,N,No,Yes
L06550,,,Y
L06551,Yes,N,
L06552,No,,N
L06553,Y,N,Y
L06554,no,yes,
L06555,yes,No,no
L06556,yes,No,no
L06557,,Y,yes
L06558,Yes,No,N
L06559,No,Yes,
L06560,No,,no
L06561,N,Y,No
L06562,Yes,,No
L06563,,Yes,
L06564,N,Y,Y
L06565,,Y,Y
L06566,,Y,Y
L06567,yes,no,
L06568,Yes,,
L06569,no,,Y
L06570,,Y,N
L06571,,,Yes
L06572,,no,Yes
L06573,yes,,
L06574,No,N,no
L06575,,yes,Yes
L06576,N,,N
L06577,N,No,yes
L06578,Y,,Yes
L06579,N,Y,Y
L06580,N,yes,no
L06581,Y,,No
L06582,yes,Yes,
L06583,yes,No,yes
L06584,No,N,N
L06585,Y,yes,yes
L06586,Yes,N,
L06587,Yes,no,N
L06588,,N,No
L06589,,,
L06590,Yes,Y,No
L06591,Yes,,Y
L06592,N,Yes,
L06593,Y,Y,Yes
L06594,Y,,Yes
L06595,No,,yes
L06596,yes,No,Yes
L06597,Y,Yes,Yes
L06598,Y,Y,
L06599,yes,,No
L06600,no,Y,No
L06601,N,N,No
L06602,,Y,No
L06603,Yes,no,Yes
L06604,N,,N
L06605,Y,No,N
L06606,Y,Yes,No
L06607,N,,No
L06608,Yes,N,N
L06609,Y,No,no
L06610,yes,No,N
L06611,,yes,N
L06612,Y,No,Y
L06613,No,yes,N
L06614,Y,Y,
L06615,,N,N
L06616,Yes,,no
L06617,yes,,Yes
L06618,Y,Y,No
L06619,,,
L06620,N,Yes,Yes
L06621,no,No,
L06622,yes,yes,
L06623,yes,,yes
L06624,N,,Yes
L06625,,yes,no
L06626,,,no
L06627,no,Y,Y
L06628,,N,
L06629,Y,,No
L06630,,N,no
L06631,No,no,
L06632,N,yes,
L06633,Yes,no,no
L06634,,N,Yes
L06635,yes,,yes
L06636,N,Yes,
L06637,No,,No
L06638,Yes,Y,Y
L06639,Yes,no,
L06640,,No,N
L06641,Y,yes,
L06642,,Y,Y
L06643,N,N,
L06644,No,Y,yes
L06645,N,No,
L06646,yes,yes,N
L06647,yes,Y,N
L06648,N,,yes
L06649,Y,yes,
L06650,yes,,
L06651,N,,Y
L06652,Yes,No,N
L06653,,N,N
L06654,N,,N
L06655,,yes,
L06656,,,yes
L06657,,yes,no
L06658,,Y,
L06659,Y,no,
L06660,,Y,N
L06661,Yes,No,
L06662,,No,
L06663,Yes,Yes,no
L06664,N,,
L06665,,No,Yes
L06666,no,N,Yes
L06667,,Yes,Yes
L06668,no,No,yes
L06669,N,Y,Y
L06670,Y,yes,No
L06671,,no,
L06672,Yes,,no
L06673,Y,N,Y
L06674,no,,Y
L06675,Y,,Y
L06676,,No,Y
L06677,No,yes,yes
L06678,Y,Yes,no
L06679,,N,Y
L06680,No,Y,No
L06681,Y,No,Y
L06682,No,no,
L06683,No,,yes
L06684,,Y,N
L06685,No,no,
L06686,No,No,N
L06687,,,
L06688,yes,Yes,N
L06689,yes,Y,yes
L06690,N,Y,
L06691,,yes,No
L06692,Y,yes,No
L06693,no,N,Yes
L06694,Yes,no,
L06695,yes,,Yes
L06696,No,Y,Yes
L06697,yes,Yes,no
L06698,,,Yes
L06699,,No,Y
L06700,No,yes,Yes
L06701,no,no,yes
L06702,,,No
L06703,yes,,
L06704,Yes,,
L06705,Yes,N,N
L06706,,,
L06707,yes,no,yes
L06708,N,No,No
L06709,,Y,yes
L06710,yes,Y,Y
L06711,Yes,N,
L06712,no,Y,yes
L06713,Y,no,No
L06714,yes,,no
L06715,yes,N,
L06716,,Yes,No
L06717,Yes,yes,
L06718,,,No
L06719,,,No
L06720,Yes,Y,
L06721,,Yes,No
L06722,Yes,No,yes
L06723,Yes,,Yes
L06724,yes,No,no
L06725,,No,Yes
L06726,No,,yes
L06727,,,no
L06728,,,No
L06729,Yes,no,N
L06730,N,Y,
L06731,no,No,
L06732,no,,
L06733,N,no,
L06734,N,,yes
L06735,,,Yes
L06736,yes,,Yes
L06737,,yes,no
L06738,Yes,Yes,
L06739,Y,Yes,N
L06740,N,,No
L06741,Yes,,N
L06742,yes,yes,
L06743,N,No,
L06744,,no,no
L06745,Y,Yes,no
L06746,yes,no,Yes
L06747,,,
L06748,,Yes,No
L06749,No,,
L06750,no,No,
L06751,N,No,Y
L06752,yes,Y,N
L06753,Yes,No,N
L06754,Yes,Y,No
L06755,,,No
L06756,,No,
L06757,yes,,N
L06758,no,,Yes
L06759,yes,,No
L06760,yes,no,Yes
L06761,Yes,Y,N
L06762,Yes,,
L06763,,Y,no
L06764,,,
L06765,Yes,,yes
L06766,,no,No
L06767,N,yes,N
L06768,no,Yes,Y
L06769,Yes,No,Yes
L06770,,Yes,Yes
L06771,Y,No,Y
L06772,Y,N,no
L06773,yes,Y,
L06774,yes,,N
L06775,No,N,yes
L06776,,,N
L06777,Y,yes,yes
L06778,no,Y,No
L06779,,no,no
L06780,,Y,
L06781,yes,No,no
L06782,yes,no,Yes
L06783,no,,
L06784,,No,
L06785,Y,N,No
L06786,,,
L06787,,Yes,
L06788,No,No,Y
L06789,no,yes,no
L06790,No,No,yes
L06791,No,yes,no
L06792,,,Yes
L06793,N,Y,no
L06794,,Y,Y
L06795,,N,
L06796,,,yes
L06797,yes,No,No
L06798,Y,,No
L06799,No,Yes,no
L06800,no,Yes,
L06801,Y,yes,Yes
L06802,Yes,N,No
L06803,,N,yes
L06804,Yes,,
L06805,N,N,
L06806,no,No,Yes
L06807,Yes,N,Yes
L06808,Y,yes,no
L06809,Y,Y,
L06810,,No,Yes
L06811,yes,No,N
L06812,Y,No,Y
L06813,No,yes,
L06814,,No,
L06815,N,N,Y
L06816,,no,
L06817,yes,yes,N
L06818,No,,Yes
L06819,Y,N,no
L06820,yes,Yes,
L06821,,,N
L06822,no,Yes,yes
L06823,,no,Y
L06824,,Yes,No
L06825,,No,yes
L06826,no,Y,Yes
L06827,no,Yes,Yes
L06828,N,N,Y
L06829,yes,yes,no
L06830,Y,,
L06831,Y,,no
L06832,N,Yes,yes
L06833,N,,Y
L06834,yes,no,No
L06835,yes,No,N
L06836,Yes,N,
L06837,Yes,Yes,
L06838,N,,Yes
L06839,N,No,Y
L06840,yes,,No
L06841,,N,Yes
L06842,no,,
L06843,Y,N,no
L06844,no,N,yes
L06845,No,no,No
L06846,,Yes,Y
L06847,,no,no
L06848,No,No,Y
L06849,,,yes
L06850,No,,N
L06851,no,,yes
L06852,,,N
L06853,N,N,
